date,_id,lat,lng,place_name,place_county,place_type,text
Tue Sep 29 16:19:14 +0000 2020,1310977444615260000,51.671963,-0.016852,Enfield,London,city,"""Sausage pastry"" in #Enfield #UnitedKingdom https://t.co/JKbSqKHJl6 #foodwaste #free"
Tue Sep 29 16:19:01 +0000 2020,1310977389602770000,53.763876,-0.372472,Hull,Kingston upon Hull,city,"""Swimwear top"" in #Hull #UnitedKingdom https://t.co/8qlMtsMfuD #zerowaste #free"
Tue Sep 29 16:18:58 +0000 2020,1310977378169090000,51.478376,-0.129235,Lambeth,London,city,"""PRET - Five berry bowl"" in #London #UnitedKingdom https://t.co/OP8fMXGJ4z #foodwaste #free"
Tue Sep 29 16:18:57 +0000 2020,1310977374368990000,52.2858,-0.72994,Wilby,Northamptonshire,suburb,"""Tomato and Garlic Couscous"" in #Wellingborough #UnitedKingdom https://t.co/vdXplCcCSO #foodwaste #free"
Tue Sep 29 16:18:57 +0000 2020,1310977373773410000,51.671963,-0.016852,Enfield,London,city,"""Spinach pastry"" in #Enfield #UnitedKingdom https://t.co/anAYzsRFXL #foodwaste #free"
Tue Sep 29 16:18:39 +0000 2020,1310977299874030000,51.478376,-0.129235,Lambeth,London,city,"""PRET - Bircher muesli bowl"" in #London #UnitedKingdom https://t.co/btdhi7K2iG #foodwaste #free"
Tue Sep 29 16:18:39 +0000 2020,1310977298917620000,51.478376,-0.129235,Lambeth,London,city,"""PRET - Bircher muesli bowl"" in #London #UnitedKingdom https://t.co/2EWF0v0twW #foodwaste #free"
Tue Sep 29 16:18:38 +0000 2020,1310977295147050000,51.478376,-0.129235,Lambeth,London,city,"""PRET - Bircher muesli bowl"" in #London #UnitedKingdom https://t.co/Fyc84GBwLB #foodwaste #free"
Tue Sep 29 16:18:16 +0000 2020,1310977201785930000,51.4238,-0.47721,Spelthorne,Surrey,city,"""Size small Star Wars bicycle helmet"" in #Staines #UnitedKingdom https://t.co/RqxbB6TkSR #zerowaste #free"
Tue Sep 29 16:18:02 +0000 2020,1310977145821430000,51.512209,0.06713,Newham,London,city,"""Selection of vegan cookies "" in #London #UnitedKingdom https://t.co/DlQPLBqvLW #foodwaste #free"
Tue Sep 29 16:18:02 +0000 2020,1310977144835760000,50.751981,-1.83011,Townsend,"Bournemouth, Christchurch and Poole",suburb,"""Turmeric Chai Tea"" in #Bournemouth #UnitedKingdom https://t.co/qwXF9aH5ui #foodwaste #free"
Tue Sep 29 16:17:46 +0000 2020,1310977076170760000,52.2858,-0.72994,Wilby,Northamptonshire,suburb,"""Lemon and Coriander Couscous"" in #Wellingborough #UnitedKingdom https://t.co/AcJ69dPir5 #foodwaste #free"
Tue Sep 29 16:17:46 +0000 2020,1310977075508120000,51.4238,-0.47721,Spelthorne,Surrey,city,"""Famous Five audio cd"" in #Staines #UnitedKingdom https://t.co/Gtpd6COtdt #zerowaste #free"
Tue Sep 29 16:16:57 +0000 2020,1310976870117190000,51.512209,0.06713,Newham,London,city,"""1 box of uht milk 10ml sachets from first grou..."" in #London #UnitedKingdom https://t.co/IlNTW7GR7d #foodwaste #free"
Tue Sep 29 16:16:37 +0000 2020,1310976788093430000,51.512209,0.06713,Newham,London,city,"""1 box of uht milk 10ml sachets from first grou..."" in #London #UnitedKingdom https://t.co/mNsEDiADxE #foodwaste #free"
Tue Sep 29 16:16:29 +0000 2020,1310976753515610000,51.512209,0.06713,Newham,London,city,"""1 box of uht milk 10ml sachets from first grou..."" in #London #UnitedKingdom https://t.co/LVBGLQvDdJ #foodwaste #free"
Tue Sep 29 16:16:28 +0000 2020,1310976751498130000,51.512209,0.06713,Newham,London,city,"""1 box of uht milk 10ml sachets from first grou..."" in #London #UnitedKingdom https://t.co/OcurADe6iZ #foodwaste #free"
Tue Sep 29 16:16:17 +0000 2020,1310976702525450000,51.5503,-0.18532,Camden,London,city,"""Jam doughnuts"" in #London #UnitedKingdom https://t.co/oO3W1pN0Yh #foodwaste #free"
Tue Sep 29 16:16:17 +0000 2020,1310976701665440000,51.512209,0.06713,Newham,London,city,"""1 box of uht milk 10ml sachets from first grou..."" in #London #UnitedKingdom https://t.co/wls0e6Gfky #foodwaste #free"
Tue Sep 29 16:16:09 +0000 2020,1310976669017080000,51.512209,0.06713,Newham,London,city,"""1 box of uht milk 10ml sachets from first grou..."" in #London #UnitedKingdom https://t.co/CvUThjxNhu #foodwaste #free"
Tue Sep 29 16:16:05 +0000 2020,1310976652554400000,51.512209,0.06713,Newham,London,city,"""1 box of uht milk 10ml sachets from first grou..."" in #London #UnitedKingdom https://t.co/rnb4ZWzdrS #foodwaste #free"
Tue Sep 29 16:15:58 +0000 2020,1310976624259720000,51.512209,0.06713,Newham,London,city,"""1 box of uht milk 10ml sachets from first grou..."" in #London #UnitedKingdom https://t.co/nKL82exNHf #foodwaste #free"
Tue Sep 29 16:15:51 +0000 2020,1310976592521430000,51.512209,0.06713,Newham,London,city,"""1 box of uht milk 10ml sachets from first grou..."" in #London #UnitedKingdom https://t.co/ZkfvcL64fy #foodwaste #free"
Tue Sep 29 16:14:44 +0000 2020,1310976311184300000,51.512209,0.06713,Newham,London,city,"""Selection of Vegan cupcakes "" in #London #UnitedKingdom https://t.co/b9WjTHRnRd #foodwaste #free"
Tue Sep 29 16:14:43 +0000 2020,1310976309036750000,57.156233,-2.094075,Aberdeen City,Banffshire,city,"""Tanning Mousse"" in #Aberdeen #UnitedKingdom https://t.co/RZ3gHXvIhH #zerowaste #free"
Tue Sep 29 16:14:42 +0000 2020,1310976303986860000,51.512209,0.06713,Newham,London,city,"""Selection of Vegan cupcakes "" in #London #UnitedKingdom https://t.co/PklQ4T4lS7 #foodwaste #free"
Tue Sep 29 16:14:26 +0000 2020,1310976236634730000,51.512209,0.06713,Newham,London,city,"""Selection of Vegan cupcakes "" in #London #UnitedKingdom https://t.co/d4Q2Brbt5s #foodwaste #free"
Tue Sep 29 16:13:54 +0000 2020,1310976105273340000,51.5111,-0.74183,Stud Green,Windsor and Maidenhead,hamlet,"""Mini cereals 5"" in #Maidenhead #UnitedKingdom https://t.co/3Fr0u8R0ue #foodwaste #free"
Tue Sep 29 16:12:31 +0000 2020,1310975754310770000,51.461953,-0.160577,Wandsworth,London,city,"""Filter Coffee "" in #London #UnitedKingdom https://t.co/sy0FPJ82ly #foodwaste #free"
Tue Sep 29 16:12:10 +0000 2020,1310975668935680000,51.396285,-0.362379,Molesey,Surrey,town,"""Cavan Bakery Large Bloomer with Poppy Seeds"" in #WestMolesey #UnitedKingdom https://t.co/7YBFqfomBg #foodwaste #free"
Tue Sep 29 16:10:23 +0000 2020,1310975219394380000,51.396277,-0.362295,Molesey,Surrey,town,"""Cavan multiseed boule"" in #WestMolesey #UnitedKingdom https://t.co/N7DaQam1o4 #foodwaste #free"
Tue Sep 29 16:10:01 +0000 2020,1310975128029790000,51.396277,-0.362295,Molesey,Surrey,town,"""Cavan sourdough boule"" in #WestMolesey #UnitedKingdom https://t.co/JRLGu6QuwG #foodwaste #free"
Tue Sep 29 16:09:51 +0000 2020,1310975083121430000,53.8054,-1.565,Leeds,West Yorkshire,city,"""sewing kit"" in #Leeds #UnitedKingdom https://t.co/SG1pWQQ6du #zerowaste #free"
Tue Sep 29 16:09:10 +0000 2020,1310974912870400000,51.396277,-0.362295,Molesey,Surrey,town,"""Cavan small sliced farmouse"" in #WestMolesey #UnitedKingdom https://t.co/MDBo4V3TYv #foodwaste #free"
Tue Sep 29 16:08:22 +0000 2020,1310974711220920000,51.396277,-0.362295,Molesey,Surrey,town,"""Cavan small farmouse"" in #WestMolesey #UnitedKingdom https://t.co/feQ6yuSafk #foodwaste #free"
Tue Sep 29 16:07:48 +0000 2020,1310974568392270000,51.396277,-0.362295,Molesey,Surrey,town,"""Cavan large farmouse"" in #WestMolesey #UnitedKingdom https://t.co/a72X6SjWH7 #foodwaste #free"
Tue Sep 29 16:06:28 +0000 2020,1310974231207980000,51.396277,-0.362295,Molesey,Surrey,town,"""Cavan assorted rolls"" in #WestMolesey #UnitedKingdom https://t.co/KfuIySNsGD #foodwaste #free"
Tue Sep 29 16:04:26 +0000 2020,1310973719158850000,51.396277,-0.362295,Molesey,Surrey,town,"""Cavan chocolate croissants"" in #WestMolesey #UnitedKingdom https://t.co/kk6BruShzc #foodwaste #free"
Tue Sep 29 16:03:38 +0000 2020,1310973518813820000,51.431,-0.3363,Richmond upon Thames,London,city,"""Small bloomer"" in #Teddington #UnitedKingdom https://t.co/b3Tus0f3pc #foodwaste #free"
Tue Sep 29 16:03:18 +0000 2020,1310973436706030000,51.4849,0.28957,South Stifford,Thurrock,suburb,"""Top and tail bowl "" in #Grays #UnitedKingdom https://t.co/g9ls8Mewki #zerowaste #free"
Tue Sep 29 16:02:53 +0000 2020,1310973330783120000,51.396277,-0.362295,Molesey,Surrey,town,"""Cavan cinnamon rolls"" in #WestMolesey #UnitedKingdom https://t.co/RfeGHInX5Y #foodwaste #free"
Tue Sep 29 16:02:22 +0000 2020,1310973199178510000,51.4101,-0.22735,Merton,London,city,"""Rabbitgoo one way mirror film / reflective win..."" in #London #UnitedKingdom https://t.co/gMFmUmVEvc #zerowaste #free"
Tue Sep 29 16:02:00 +0000 2020,1310973108187210000,51.396277,-0.362295,Molesey,Surrey,town,"""Cavan iced buns"" in #WestMolesey #UnitedKingdom https://t.co/3CUQmaVZIZ #foodwaste #free"
Tue Sep 29 16:01:00 +0000 2020,1310972857619570000,51.431,-0.3363,Richmond upon Thames,London,city,"""Sea salt and rosemary "" in #Teddington #UnitedKingdom https://t.co/hjbGcZ3HSj #foodwaste #free"
Tue Sep 29 16:00:51 +0000 2020,1310972819367500000,51.396277,-0.362295,Molesey,Surrey,town,"""Cavan iced rolls"" in #WestMolesey #UnitedKingdom https://t.co/J86ZRQE4Yr #foodwaste #free"
Tue Sep 29 15:59:54 +0000 2020,1310972580770260000,51.396277,-0.362295,Molesey,Surrey,town,"""Cavan hot pies"" in #WestMolesey #UnitedKingdom https://t.co/SwDpYjP39b #foodwaste #free"
Tue Sep 29 15:58:00 +0000 2020,1310972104142190000,51.5043,-0.06358,London,London,city,"""Japanese rice cooker"" in #London #UnitedKingdom https://t.co/8Pvk0kerfN #zerowaste #free"
Tue Sep 29 15:57:29 +0000 2020,1310971971119840000,52.5704,-2.02158,Darlaston,West Midlands Combined Authority,suburb,"""Looking for a wheelchair "" in #Wednesbury #UnitedKingdom https://t.co/bqIQ2f7L9Z #zerowaste #free"
Tue Sep 29 15:56:54 +0000 2020,1310971823568420000,53.465262,-2.248781,Manchester,Greater Manchester,city,"""Pret Vegan selection available M15 5RG"" in #Manchester #UnitedKingdom https://t.co/X7i2IulDB0 #foodwaste #free"
Tue Sep 29 15:47:42 +0000 2020,1310969510799780000,53.456827,-2.227123,Manchester,Greater Manchester,city,"""Minestrone soup"" in #Manchester #UnitedKingdom https://t.co/uhOinUAm9u #foodwaste #free"
Tue Sep 29 15:47:27 +0000 2020,1310969445330940000,53.456827,-2.227123,Manchester,Greater Manchester,city,"""Spaghetti hoops"" in #Manchester #UnitedKingdom https://t.co/m0skFopKtN #foodwaste #free"
Tue Sep 29 15:46:57 +0000 2020,1310969322525860000,52.403,-1.48417,Coventry,West Midlands Combined Authority,city,"""Large glass vase"" in #Coventry #UnitedKingdom https://t.co/Lnh8atSdoZ #zerowaste #free"
Tue Sep 29 15:45:38 +0000 2020,1310968988042780000,51.4154,-0.2956,Royal Borough of Kingston upon Thames,,city,"""Shower timer "" in #KingstonuponThames #UnitedKingdom https://t.co/0YOv9Rcv1l #zerowaste #free"
Tue Sep 29 15:41:41 +0000 2020,1310967994651210000,53.4471,-2.19876,Manchester,Greater Manchester,city,"""Tea light  candle decoration "" in #Manchester #UnitedKingdom https://t.co/zoUzUfBFpC #zerowaste #free"
Tue Sep 29 15:40:41 +0000 2020,1310967742829330000,51.4927,-0.06973,Southwark,London,city,"""Tesco strawberries "" in #London #UnitedKingdom https://t.co/q4LM2jjpAn #foodwaste #free"
Tue Sep 29 15:40:22 +0000 2020,1310967666224570000,51.4927,-0.06973,Southwark,London,city,"""Tesco lemongrass"" in #London #UnitedKingdom https://t.co/FOZBUIqyLP #foodwaste #free"
Tue Sep 29 15:39:38 +0000 2020,1310967481482330000,51.4927,-0.06973,Southwark,London,city,"""Weight watchers soft malted danish loaf"" in #London #UnitedKingdom https://t.co/8gxaeZVGFt #foodwaste #free"
Tue Sep 29 15:36:52 +0000 2020,1310966785680830000,51.492389,-0.024817,Isle of Dogs,,suburb,"""Extra slim filter tips "" in #London #UnitedKingdom https://t.co/wLPib8W43Z #zerowaste #free"
Tue Sep 29 15:36:37 +0000 2020,1310966722372010000,51.431,-0.3363,Richmond upon Thames,London,city,"""Sea salt and rosemary "" in #Teddington #UnitedKingdom https://t.co/H7FJ9u1mh2 #foodwaste #free"
Tue Sep 29 15:36:21 +0000 2020,1310966653166000000,50.8156,-1.07576,Portsmouth,Portsmouth,city,"""Aldi reusable shopping bag "" in #Portsmouth #UnitedKingdom https://t.co/pqySx9Vw0q #zerowaste #free"
Tue Sep 29 15:34:31 +0000 2020,1310966192362920000,51.431,-0.3363,Richmond upon Thames,London,city,"""Various Wholemeal rolls"" in #Teddington #UnitedKingdom https://t.co/7r0BO2L2il #foodwaste #free"
Tue Sep 29 15:33:52 +0000 2020,1310966026901900000,51.431,-0.3363,Richmond upon Thames,London,city,"""Various Wholemeal rolls"" in #Teddington #UnitedKingdom https://t.co/ISCqFU2HTx #foodwaste #free"
Tue Sep 29 15:32:59 +0000 2020,1310965808424720000,51.431,-0.3363,Richmond upon Thames,London,city,"""Sliced wholemeal"" in #Teddington #UnitedKingdom https://t.co/fYAisXU3xC #foodwaste #free"
Tue Sep 29 15:32:48 +0000 2020,1310965762073470000,51.431,-0.3363,Richmond upon Thames,London,city,"""Sliced wholemeal"" in #Teddington #UnitedKingdom https://t.co/IMMpHpbmS3 #foodwaste #free"
Tue Sep 29 15:32:19 +0000 2020,1310965637888480000,51.432985,-0.400378,Hounslow,London,city,"""Hot pepper sauce - out of date"" in #Middlesex #UnitedKingdom https://t.co/oOh4Ecf4s3 #foodwaste #free"
Tue Sep 29 15:30:47 +0000 2020,1310965254243880000,51.6833,-0.38046,Watford Heath,Hertfordshire,suburb,"""Football Shorts 12-13 years "" in #Watford #UnitedKingdom https://t.co/OfkfqrUmdC #zerowaste #free"
Tue Sep 29 15:30:06 +0000 2020,1310965081421820000,51.6833,-0.38046,Watford Heath,Hertfordshire,suburb,"""Friends dvd "" in #Watford #UnitedKingdom https://t.co/YaxDM7NA1g #zerowaste #free"
Tue Sep 29 15:29:39 +0000 2020,1310964966682490000,53.7676,-0.32742,Hull,Kingston upon Hull,city,"""Red apples "" in #Hull #UnitedKingdom https://t.co/WjpfYx7V7a #foodwaste #free"
Tue Sep 29 15:27:58 +0000 2020,1310964541975680000,51.9097,-1.13529,Cherwell,Oxfordshire,city,"""USB speakers"" in #Bicester #UnitedKingdom https://t.co/ai7o1m8GF4 #zerowaste #free"
Tue Sep 29 15:27:48 +0000 2020,1310964501362160000,51.526,-0.08915,Islington,London,city,"""Ham, cheese &amp; mustard toastie"" in #London #UnitedKingdom https://t.co/hCnqahXfYX #foodwaste #free"
Tue Sep 29 15:27:01 +0000 2020,1310964303374230000,51.526,-0.08915,Islington,London,city,"""Chicken caesar &amp; bacon"" in #London #UnitedKingdom https://t.co/rYY9Suanc9 #foodwaste #free"
Tue Sep 29 15:26:20 +0000 2020,1310964133899230000,51.526,-0.08915,Islington,London,city,"""Posh chedar &amp; pickle"" in #London #UnitedKingdom https://t.co/UpXNQ0fW9v #foodwaste #free"
Tue Sep 29 15:24:58 +0000 2020,1310963787869160000,51.526,-0.08915,Islington,London,city,"""Free range egg mayo"" in #London #UnitedKingdom https://t.co/wp2tm53kns #foodwaste #free"
Tue Sep 29 15:24:28 +0000 2020,1310963662639830000,51.526,-0.08915,Islington,London,city,"""Classic super club"" in #London #UnitedKingdom https://t.co/AVRn7AYw1e #foodwaste #free"
Tue Sep 29 15:23:24 +0000 2020,1310963396620290000,51.526,-0.08915,Islington,London,city,"""Chicken avocado &amp; basil sandwich from Pret"" in #London #UnitedKingdom https://t.co/0zKNPvsiJU #foodwaste #free"
Tue Sep 29 15:22:54 +0000 2020,1310963267993510000,51.512209,0.06713,Newham,London,city,"""Box of 6 eggs from first group trains Euston "" in #London #UnitedKingdom https://t.co/812Hs1yHU6 #foodwaste #free"
Tue Sep 29 15:22:53 +0000 2020,1310963266341000000,51.512209,0.06713,Newham,London,city,"""Box of 6 eggs from first group trains Euston "" in #London #UnitedKingdom https://t.co/kG64Bbs1f6 #foodwaste #free"
Tue Sep 29 15:22:48 +0000 2020,1310963243956030000,51.512209,0.06713,Newham,London,city,"""Box of 6 eggs from first group trains Euston "" in #London #UnitedKingdom https://t.co/eBvVIg0YYq #foodwaste #free"
Tue Sep 29 15:22:48 +0000 2020,1310963242693460000,51.512209,0.06713,Newham,London,city,"""Box of 6 eggs from first group trains Euston "" in #London #UnitedKingdom https://t.co/PZkxjifwAE #foodwaste #free"
Tue Sep 29 15:22:48 +0000 2020,1310963242676650000,51.995132,-0.787005,Shenley Brook End,Milton Keynes,suburb,"""Pret a manger Hoisin Duck Salad Wraps"" in #MiltonKeynes #UnitedKingdom https://t.co/GRZ1HOToUR #foodwaste #free"
Tue Sep 29 15:22:29 +0000 2020,1310963164893380000,51.512209,0.06713,Newham,London,city,"""Box of 6 eggs from first group trains Euston "" in #London #UnitedKingdom https://t.co/yHHsVZxEg0 #foodwaste #free"
Tue Sep 29 15:22:29 +0000 2020,1310963162313900000,51.512209,0.06713,Newham,London,city,"""Box of 6 eggs from first group trains Euston "" in #London #UnitedKingdom https://t.co/Ut2DyRZe7i #foodwaste #free"
Tue Sep 29 15:22:07 +0000 2020,1310963070886450000,51.995132,-0.787005,Shenley Brook End,Milton Keynes,suburb,"""Humous chipotle wrap Pret A Manger "" in #MiltonKeynes #UnitedKingdom https://t.co/lcz514RcTg #foodwaste #free"
Tue Sep 29 15:21:59 +0000 2020,1310963038867150000,51.5243,-0.04743,Stepney,,suburb,"""George foreman fat reducing grill"" in #London #UnitedKingdom https://t.co/rxQ0K9z7Fe #zerowaste #free"
Tue Sep 29 15:21:34 +0000 2020,1310962935469090000,51.995132,-0.787005,Shenley Brook End,Milton Keynes,suburb,"""Pret a Manger classic super club Sandwich"" in #MiltonKeynes #UnitedKingdom https://t.co/99GiHHZQla #foodwaste #free"
Tue Sep 29 15:21:34 +0000 2020,1310962934877650000,50.8156,-1.07576,Portsmouth,Portsmouth,city,"""School top 8-9 years "" in #Portsmouth #UnitedKingdom https://t.co/q3XnK9u7ax #zerowaste #free"
Tue Sep 29 15:21:13 +0000 2020,1310962846675680000,50.8156,-1.07576,Portsmouth,Portsmouth,city,"""School top 8-9 years "" in #Portsmouth #UnitedKingdom https://t.co/OBtvoAhTYx #zerowaste #free"
Tue Sep 29 15:21:06 +0000 2020,1310962816380270000,51.995132,-0.787005,Shenley Brook End,Milton Keynes,suburb,"""Vegan chilli wrap Pret A Manger "" in #MiltonKeynes #UnitedKingdom https://t.co/PuDIATeMdI #foodwaste #free"
Tue Sep 29 15:20:53 +0000 2020,1310962759656510000,50.816,-1.076,Portsmouth,Portsmouth,city,"""1x Christmas card “uncle”."" in #Portsmouth #UnitedKingdom https://t.co/1UJp43ANPv #zerowaste #free"
Tue Sep 29 15:20:44 +0000 2020,1310962724034270000,51.526,-0.08915,Islington,London,city,"""Tuna nicoise salad from Pret"" in #London #UnitedKingdom https://t.co/BKnem9aQ7D #foodwaste #free"
Tue Sep 29 15:20:32 +0000 2020,1310962675439100000,51.995132,-0.787005,Shenley Brook End,Milton Keynes,suburb,"""Posh cheddar and pickle baguette Pret A ..."" in #MiltonKeynes #UnitedKingdom https://t.co/HWdLKjvUfv #foodwaste #free"
Tue Sep 29 15:20:17 +0000 2020,1310962609584300000,50.816,-1.076,Portsmouth,Portsmouth,city,"""1x Christmas card “auntie”"" in #Portsmouth #UnitedKingdom https://t.co/FLZsFLZIVp #zerowaste #free"
Tue Sep 29 15:19:52 +0000 2020,1310962505242620000,51.526,-0.08915,Islington,London,city,"""Ham&amp;greve baguette"" in #London #UnitedKingdom https://t.co/h8zM0qAlt7 #foodwaste #free"
Tue Sep 29 15:19:52 +0000 2020,1310962504005290000,50.816,-1.076,Portsmouth,Portsmouth,city,"""1x Christmas card “auntie”"" in #Portsmouth #UnitedKingdom https://t.co/wY6LYZ9GTx #zerowaste #free"
Tue Sep 29 15:19:27 +0000 2020,1310962399688700000,51.99504,-0.786925,Shenley Brook End,Milton Keynes,suburb,"""HOT Pret a Manger Mac Cheese Kale and Cauli"" in #MiltonKeynes #UnitedKingdom https://t.co/z5lZwv3hHs #foodwaste #free"
Tue Sep 29 15:19:27 +0000 2020,1310962399042730000,50.816,-1.076,Portsmouth,Portsmouth,city,"""1x Christmas card “brother”"" in #Portsmouth #UnitedKingdom https://t.co/xHWmLXSyla #zerowaste #free"
Tue Sep 29 15:19:04 +0000 2020,1310962303592960000,50.8156,-1.07576,Portsmouth,Portsmouth,city,"""Hamster cage"" in #Portsmouth #UnitedKingdom https://t.co/YE9qnGbxpK #zerowaste #free"
Tue Sep 29 15:19:03 +0000 2020,1310962301529400000,51.526,-0.08915,Islington,London,city,"""Macaroni Cheese Prosciutto"" in #London #UnitedKingdom https://t.co/V7lOYrDtXz #foodwaste #free"
Tue Sep 29 15:18:54 +0000 2020,1310962262535020000,51.526,-0.08915,Islington,London,city,"""Macaroni Cheese Prosciutto"" in #London #UnitedKingdom https://t.co/44IFcuAn0H #foodwaste #free"
Tue Sep 29 15:18:54 +0000 2020,1310962261670890000,51.99504,-0.786925,Shenley Brook End,Milton Keynes,suburb,"""HOT Pret a Manger Soup pea and mint"" in #MiltonKeynes #UnitedKingdom https://t.co/vmD9X6DcM5 #foodwaste #free"
Tue Sep 29 15:18:48 +0000 2020,1310962237696360000,51.5355,-0.11684,Islington,London,city,"""Tomato sauce Carbonara kindly donated by Woolleys"" in #London #UnitedKingdom https://t.co/9JKj5UHvQQ #foodwaste #free"
Tue Sep 29 15:18:09 +0000 2020,1310962073397090000,51.526,-0.08915,Islington,London,city,"""Italian prosciutto"" in #London #UnitedKingdom https://t.co/lGEv6DSzCA #foodwaste #free"
Tue Sep 29 15:18:09 +0000 2020,1310962072272990000,51.512209,0.06713,Newham,London,city,"""6 x Fruit cake slices from first group trains ..."" in #London #UnitedKingdom https://t.co/K2ObOoP0fH #foodwaste #free"
Tue Sep 29 15:17:55 +0000 2020,1310962014836200000,51.512209,0.06713,Newham,London,city,"""6 x Fruit cake slices from first group trains ..."" in #London #UnitedKingdom https://t.co/8eoM9FyQ0I #foodwaste #free"
Tue Sep 29 15:17:55 +0000 2020,1310962012969670000,51.512209,0.06713,Newham,London,city,"""6 x Fruit cake slices from first group trains ..."" in #London #UnitedKingdom https://t.co/gjRo9zhq1O #foodwaste #free"
Tue Sep 29 15:17:47 +0000 2020,1310961983085310000,51.512209,0.06713,Newham,London,city,"""6 x Fruit cake slices from first group trains ..."" in #London #UnitedKingdom https://t.co/PKTOx6Dg8s #foodwaste #free"
Tue Sep 29 15:17:47 +0000 2020,1310961981956980000,51.512209,0.06713,Newham,London,city,"""6 x Fruit cake slices from first group trains ..."" in #London #UnitedKingdom https://t.co/auEadk2qNE #foodwaste #free"
Tue Sep 29 15:17:36 +0000 2020,1310961937220600000,51.512209,0.06713,Newham,London,city,"""6 x Fruit cake slices from first group trains ..."" in #London #UnitedKingdom https://t.co/ZueY8ScZCl #foodwaste #free"
Tue Sep 29 15:17:33 +0000 2020,1310961923878510000,51.512209,0.06713,Newham,London,city,"""6 x Fruit cake slices from first group trains ..."" in #London #UnitedKingdom https://t.co/L6PJ1MgNVn #foodwaste #free"
Tue Sep 29 15:17:25 +0000 2020,1310961887895530000,51.512209,0.06713,Newham,London,city,"""6 x Fruit cake slices from first group trains ..."" in #London #UnitedKingdom https://t.co/y2NWgkIibX #foodwaste #free"
Tue Sep 29 15:17:25 +0000 2020,1310961887031560000,51.512209,0.06713,Newham,London,city,"""6 x Fruit cake slices from first group trains ..."" in #London #UnitedKingdom https://t.co/q0SwXtfEFP #foodwaste #free"
Tue Sep 29 15:16:59 +0000 2020,1310961779883860000,51.5355,-0.11684,Islington,London,city,"""Chicken &amp; Mushroom Carbonara kindly donated by..."" in #London #UnitedKingdom https://t.co/h4KvJuCx4S #foodwaste #free"
Tue Sep 29 15:16:48 +0000 2020,1310961733272560000,51.512209,0.06713,Newham,London,city,"""6 x Fruit cake slices from first group trains ..."" in #London #UnitedKingdom https://t.co/zD08THE0jK #foodwaste #free"
Tue Sep 29 15:16:47 +0000 2020,1310961731141850000,51.512209,0.06713,Newham,London,city,"""6 x Fruit cake slices from first group trains ..."" in #London #UnitedKingdom https://t.co/Os2EZaIcCk #foodwaste #free"
Tue Sep 29 15:16:37 +0000 2020,1310961687386880000,51.512209,0.06713,Newham,London,city,"""6 x Fruit cake slices from first group trains ..."" in #London #UnitedKingdom https://t.co/SWF1I6UPYC #foodwaste #free"
Tue Sep 29 15:16:33 +0000 2020,1310961670316070000,51.512209,0.06713,Newham,London,city,"""6 x Fruit cake slices from first group trains ..."" in #London #UnitedKingdom https://t.co/ojcVCFEgp1 #foodwaste #free"
Tue Sep 29 15:16:28 +0000 2020,1310961651785580000,51.512209,0.06713,Newham,London,city,"""6 x Fruit cake slices from first group trains ..."" in #London #UnitedKingdom https://t.co/U2ZURfgRCQ #foodwaste #free"
Tue Sep 29 15:16:28 +0000 2020,1310961649239590000,51.512209,0.06713,Newham,London,city,"""6 x Fruit cake slices from first group trains ..."" in #London #UnitedKingdom https://t.co/iYcdA5Wi4H #foodwaste #free"
Tue Sep 29 15:16:19 +0000 2020,1310961611495090000,51.512209,0.06713,Newham,London,city,"""6 x Fruit cake slices from first group trains ..."" in #London #UnitedKingdom https://t.co/Z7fj3ZBUPQ #foodwaste #free"
Tue Sep 29 15:16:18 +0000 2020,1310961607003050000,51.512209,0.06713,Newham,London,city,"""6 x Fruit cake slices from first group trains ..."" in #London #UnitedKingdom https://t.co/JVT7AWTLO3 #foodwaste #free"
Tue Sep 29 15:16:09 +0000 2020,1310961570869120000,51.512209,0.06713,Newham,London,city,"""6 x Fruit cake slices from first group trains ..."" in #London #UnitedKingdom https://t.co/rbOVHT18mN #foodwaste #free"
Tue Sep 29 15:16:09 +0000 2020,1310961570202220000,51.526,-0.08915,Islington,London,city,"""Assorted pastries"" in #London #UnitedKingdom https://t.co/J4Tyg7ulgK #foodwaste #free"
Tue Sep 29 15:16:09 +0000 2020,1310961568922960000,51.512209,0.06713,Newham,London,city,"""6 x Fruit cake slices from first group trains ..."" in #London #UnitedKingdom https://t.co/Y999AeZFOk #foodwaste #free"
Tue Sep 29 15:16:08 +0000 2020,1310961567287200000,51.512209,0.06713,Newham,London,city,"""6 x Fruit cake slices from first group trains ..."" in #London #UnitedKingdom https://t.co/ltffznKJxh #foodwaste #free"
Tue Sep 29 15:15:53 +0000 2020,1310961501197440000,51.512209,0.06713,Newham,London,city,"""6 x Fruit cake slices from first group trains ..."" in #London #UnitedKingdom https://t.co/u0n519KYAU #foodwaste #free"
Tue Sep 29 15:15:52 +0000 2020,1310961500941680000,51.7549,-0.45385,Dacorum,Hertfordshire,city,"""Rice and pasta sauces "" in #HemelHempstead #UnitedKingdom https://t.co/M8mBL6Z1rq #foodwaste #free"
Tue Sep 29 15:15:52 +0000 2020,1310961500870400000,51.431,-0.3363,Richmond upon Thames,London,city,"""Cinnamon twist"" in #Teddington #UnitedKingdom https://t.co/HjTURxx3Ya #foodwaste #free"
